Identifiant opération;Localisation station de mesure;Code station;X;Y;Identifiant point prélèvement;Date réalisation;Débit mesuré (m3/s);Débit station hydro (m3/s);Distance interpoint (m);Largeur plein bord évaluée (m);Largeur mouillée évaluée (m);Longueur réelle opération (m);Longueur théorique opération (m);Pente ligne d'eau (‰);Pente ligne d'eau évaluée;Decription habitat marginaux;Continuité ripisylve rive gauche;Continuité ripisylve rive droite;Nom réseau de mesure;Observations;Version protocole;Structure responsable;Cours d'eau;Nombre transect;D16 (mm);D50 (mm);D84 (mm);Indice Folk et Ward;Indice Fredle;Surface mouillée Q1 (m2);Largeur mouillée Q1 (m);Périmètre mouillé Q1 (m);Profondeur maximum Q1 (m);Profondeur moyenne Q1 (m);Rayon hydraulique Q1;Rapport largeur/Profondeur Q1;Coefficient rugosité;Surface mouillée Qb (m2);Largeur mouillée Qb (m);Périmètre mouillé Qb (m);Profondeur maximum Qb (m);Profondeur moyenne Qb (m);Rayon hydraulique Qb;Rapport largeur/Profondeur Qb;Force tractrice Qb  (N/m2);Débit plein bord (m3/s);Ecart type cote point;Coefficient variation cote point;Ecart type cote point en eau;Coefficient variation cote point en eau;Ecart type largeur mouillée Qb;Coefficient variation largeur mouillée Qb;Vitesse moyenne Qb (m/s);Ligne énergie Qb (m);Cote ligne énergie Qb;Nombre de Froude Qb;Puissance spécifique Qb (w/m2);Nombre de mouille;Profondeur moyenne des mouilles (m);Nombre de berge total;Nombre de berge artificialisée;Score ripisylve;Classe ripisylve;% fines;% graviers-cailloux;% blocs-rochers;Indice de Shannon granulo;Surface BV (km2);Proportion de roche imperméable BV;Code HER ou DOM dominant;Nom HER ou DOM dominant;Type DOM;Coefficient de sinuosité;Débit Q01 RHT (m3/s);Puissance Q01 RHT (w/m);Puissance spécifique Q01 RHT (w/m2);Station référence modèle;Résidu modèle Largeur mouillée Qb;Résidu modèle rapport largeur/profondeur Qb;Résidu modèle profondeur mouilles;Résidu modèle profondeur Qb;Résidu modèle pente ligne d'eau;Résidu modèle surface mouillée Qb;Résidu standardisé modèle largeur mouillée Qb;Résidu standardisé modèle rapport largeur/profondeur Qb;Résidu standardisé modèle profondeur mouilles;Résidu standardisé modèle profondeur Qb;Résidu standardisé modèle pente ligne d'eau;Résidu standardisé modèle surface mouillée Qb;IMG;Modèle référence IMG
107;ABER WRAC'H À LANARVILY;4175100;154569;6854223;125411;08/07/2009;0,373;0,47;1;7,86;7,3;110;110,04;5,64;NA;;3;3;NA;"Stations de part et d'autre d'un pont avec seuil de jaugeage !
Batons A1 et A4 : coloration inversée
Sation hydro J3204030 non encore active, donnée prise sur la J3205710 et correction / surf de BV ???";1;OFFICE FRANCAIS DE LA BIODIVERSITE;Aber wrac'h;15;26,68;61;120;1,1;33,252;3,321;6,571;7,029;0,675;0,497;0,457;11,072;2,522;13,48;8,43;9,676;1,979;1,604;1,37;4,301;75,795;3,149;1,056;0,011;0,255;0,493;2,19;0,26;0,26;1,983;100,998;0,066;22,896;3;0,288;30;6;0,188;1;49,524;40;10,476;2,243;80,22;1;12;ARMORICAIN;0;1.051;6,701;370,756;43,982;0;-0,112;-0,562;0,632;0,442;0,887;0,454;-0,518;-2,047;1,534;2,199;0,862;1,447;8,607;ARMORICAIN
108;ELORN à COMMANA;4177320;182386;6832318;72516;09/07/2009;0,077;0,068;0,43;4,2;3;59;58,8;5,9;NA;;5;5;NA;"Erreur sur la station : il s'agit en fait ici de l'Elorn à Commana (station de Référence et RCS) code Agence 04177320 (et non de l'Elorn à Plouedern code 04178000
Perits cours d'eau forestier issu de tourbières des Monts d'Arrée
Baton A3 non retrouvé";1;OFFICE FRANCAIS DE LA BIODIVERSITE;Elorn;15;47,68;78;181,16;0,918;60,487;0,407;2,992;3,106;0,237;0,142;0,136;14,381;9,334;2,736;4,701;5,34;0,813;0,586;0,513;5,838;29,696;1,257;0,307;0,003;0,091;0,693;0,831;0,177;0,468;0,824;100,413;0,195;15,901;5;0,072;30;0;1,299;2;10,87;71,014;18,116;2,11;9,45;1;12;ARMORICAIN;0;1.14;1,485;85,95;18,282;0;0,193;0,074;-0,354;0,107;-0,199;0,337;0,891;0,269;-0,858;0,534;-0,194;1,075;3,821;ARMORICAIN
109;SARRE à MELRAND;4192550;243433;6785232;127750;15/07/2009;0,23;NA;1,25;13;8,7;185;182;9,6;NA;;5;5;NA;"Rivière courante avec nbx blocs
RG : friche boisée RD : friche boisée + prairie avec alignement d'arbres en rives.
Pas de station hydro.
Batons : coloration inversée. Etonnant mauvais résultat sur cette station de référence";1;OFFICE FRANCAIS DE LA BIODIVERSITE;Sarre;15;75;110;250,8;0,87;100,16;1,615;7,825;7,991;0,403;0,208;0,203;20,947;4,207;6,876;11,061;11,561;0,939;0,625;0,597;12,052;56,18;2,009;0,593;0,006;0,141;0,661;3,522;0,318;0,317;0,944;99,667;0,129;18,573;5;0,081;30;0;1,516;2;18,333;38,333;43,333;1,58;99,1;1;12;ARMORICAIN;0;1.082;8,744;823,475;74,447;0;0,072;0,435;-0,678;-0,359;1,531;-0,366;0,331;1,584;-1,646;-1,788;1,488;-1,167;8,004;ARMORICAIN
110;SEDON à GUEGON;4197818;286275;6772486;128472;16/07/2009;0,113;NA;0,65;6,1;4,4;85;85,4;2,1;NA;;4;4;NA;"Petits cours d'eau au tracé vraisemblablement modifié. Fond de vallée sableux, occupé principalment par des prairies.
RD station : prairies avec nbx saules en rive
RG station : petit coteau boisé puis prairie bordée de saules.
Pas de station hydro";1;OFFICE FRANCAIS DE LA BIODIVERSITE;Sedon;15;9;16;22,16;0,612;10,473;0,783;3,721;3,886;0,322;0,206;0,196;13,321;9,35;6,784;6,514;7,553;1,44;1,046;0,898;4,562;18,492;2,704;0,557;0,006;0,147;0,692;0,958;0,147;0,406;1,449;101,037;0,127;8,713;4;0,2;30;0;0,736;3;67,797;32,203;0;1,341;62,03;1;12;ARMORICAIN;0;1.223;4,114;84,753;13,011;0;-0,263;-0,464;0,315;0,191;-0,237;-0,055;-1,214;-1,687;0,765;0,949;-0,23;-0,177;5,022;ARMORICAIN
111;AFF à PAIMPONT;4199370;315433;6777126;128619;08/07/2009;NA;0,037;0,5;5,07;3,4;71;70,98;2,6;NA;;5;5;NA;"Petit cours d'eau forestier, shiste affleurant, débit faible
Batons : couleur ""gris clair uniforme""  pour l'ensemble des batons";1;OFFICE FRANCAIS DE LA BIODIVERSITE;Aff;15;6;17;42;1,42;8,032;0,376;2,973;3,062;0,195;0,125;0,12;19,181;7,937;4,118;5,649;6,532;1,055;0,738;0,635;5,427;16,192;1,231;0,418;0,004;0,092;0,753;0,769;0,136;0,302;1,059;100,772;0,114;5,66;4;0,09;30;0;1,516;2;22,222;46,032;31,746;2,027;27,37;1;12;ARMORICAIN;0;1.155;3,032;77,334;13,689;0;-0,065;-0,164;-0,337;0,092;-0,456;0,011;-0,302;-0,596;-0,818;0,456;-0,443;0,034;2,649;ARMORICAIN
112;VILAINE à BOURGON;4200595;399038;6795288;128810;24/07/2009;0,108;0,174;0,5;5,9;3,5;84;82,6;6,07;NA;;4;4;NA;;1;OFFICE FRANCAIS DE LA BIODIVERSITE;Vilaine;15;29,84;53;80;0,789;35,281;0,953;3,891;4,075;0,381;0,23;0,215;13,434;4,052;4,281;6,158;6,78;1,026;0,705;0,633;6,241;37,695;0,996;0,442;0,004;0,224;0,938;1,583;0,257;0,246;1,029;100,397;0,096;10,032;2;0,406;30;0;0,736;3;19,149;75,177;5,674;2,034;57,63;1;12;ARMORICAIN;0;1.469;5,655;336,737;54,679;0;-0,289;-0,139;1,037;-0,129;0,786;-0,465;-1,332;-0,506;2,516;-0,644;0,764;-1,484;7,245;ARMORICAIN
113;ILLE à MONTREUIL-SUR-ILLE;4205500;353285;6813195;128981;07/07/2009;NA;0,25;0,45;5,65;3,1;80;79,1;0,87;NA;;0;3;NA;"Cours d'eau sinueux recalibré dans les années 80
RG prairie humide paturée sans ripisylve RD prairie avec qqs vieux chênes épars
Incertitude / débit recalculé au prorata du BV
Batons A1 A2 A3 coloration alterbée BNB (+18 +8 +18)";1;OFFICE FRANCAIS DE LA BIODIVERSITE;Ille;15;4;13;22;1,351;6,211;0,658;3,117;3,287;0,325;0,21;0,198;10,109;37,897;4,801;5,944;6,813;1,232;0,813;0,708;4,852;6,039;4,262;0,448;0,004;0,095;0,434;0,468;0,079;0,893;1,273;100,914;0,319;6,152;3;0,106;30;0;0,296;3;90,798;8,589;0,613;1,28;69,46;0,992;12;ARMORICAIN;0;1.469;3,895;33,243;5,592;0;-0,402;-0,42;-0,336;0,005;-1,058;-0,479;-1,853;-1,527;-0,816;0,026;-1,028;-1,529;6,78;ARMORICAIN
114;CHERE à CHATEAUBRIANT;4214000;369522;6744479;129342;16/07/2009;0,075;0,053;0,76;7,5;5,3;105;105;0,4;NA;;1;1;NA;Batons  A4 B1 B2 B3 B4 non retrouvés;1;OFFICE FRANCAIS DE LA BIODIVERSITE;Chere;15;2,84;10;18;1,379;4,023;1,39;3,714;4,012;0,491;0,359;0,33;7,898;5,648;6,07;7,3;8,182;1,351;0,829;0,738;5,448;2,896;0,56;0,534;0,005;0,16;0,399;0,684;0,094;0,096;1,351;100,839;0,035;0,303;5;0,063;30;0;0,087;4;56,164;43,836;0;1,619;63,87;1;12;ARMORICAIN;0;1.011;6,544;25,679;3,518;0;-0,161;-0,291;-0,852;0,119;-1,879;-0,187;-0,744;-1,059;-2,066;0,592;-1,826;-0,596;6,883;ARMORICAIN
219;CANUT (NORD) À LASSY;4211550;337884;6773670;129264;17/06/2010;0,118;0,031;1,1;8,75;7,6;122,5;NA;3,5;NA;;3;2;NA;"Protocole à la suite PE RCS
Baton A4 non retrouvé";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Canut (nord);15;15,84;44;71,16;1,01;19,532;1,2;5,954;6,076;0,3;0,207;0,202;27,182;4,837;7,462;8,355;9,031;1,157;0,905;0,833;7,446;28,601;1,89;0,478;0,005;0,148;0,714;1,503;0,18;0,258;1,16;100,646;0,087;8,006;2;0,25;30;0;0,162;4;11,236;85,393;3,371;1,826;100,05;1;12;ARMORICAIN;0;1.198;6,418;220,362;26,374;0;-0,213;-0,048;0,45;-0,152;0,527;-0,29;-0,982;-0,174;1,092;-0,759;0,512;-0,927;4,447;ARMORICAIN
220;ILLET à ERCE-PRES-LIFFRE;4205605;367211;6803916;128994;26/08/2010;0,01;0,066;0,35;3;2,5;42;NA;0,05;NA;;3;3;NA;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Illet;15;14;33;60,16;1,059;15,943;0,398;2,246;2,414;0,243;0,173;0,16;10,814;12,089;2,892;3,389;4,525;1,131;0,853;0,636;3,013;0,312;0,183;0,481;0,005;0,086;0,484;0,442;0,13;0,065;1,131;100,887;0,023;0,027;3;0,096;30;0;0,188;4;58,586;37,374;4,04;2,041;25,6;1;12;ARMORICAIN;0;1.054;1,712;0,84;0,248;0;-0,549;-0,742;-0,25;0,179;-4,443;-0,296;-2,532;-2,699;-0,608;0,889;-4,316;-0,945;11,99;ARMORICAIN
221;COUESNON à ROMAZY;4162300;366702;6817922;123711;25/08/2010;485;557;2;16;14;224;NA;1,9;NA;;4;1;NA;Baton A1 non retrouvé;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Couesnon;15;17,84;36,5;70,8;1,012;23,693;3,368;12,438;12,572;0,404;0,271;0,268;33,115;7946,515;28,001;16,655;18,139;2,072;1,686;1,545;8,062;28,793;12961,183;0,819;0,008;0,15;0,572;1,81;0,109;466,865;11196,883;11296,266;115,073;14648,806;2;0,168;30;0;0,397;4;8,491;84,906;6,604;1,786;521,24;0,998;12;ARMORICAIN;0;1.125;33,106;617,063;37,049;0;-0,209;-0,224;-0,251;0,002;0,79;-0,109;-0,966;-0,813;-0,608;0,008;0,767;-0,347;3,51;ARMORICAIN
236;ERVE à CHAMMES;4119750;449521;6781330;121598;23/08/2010;0,223;0,213;0,85;8;6;112;NA;3;NA;;3;3;NA;Station hydro situé à Voutré (quelques km en amont);2;OFFICE FRANCAIS DE LA BIODIVERSITE;Erve;15;31;47;67;0,53;34,084;1,483;5,953;6,099;0,365;0,241;0,233;18,111;7,244;6,152;8,199;8,74;1,013;0,754;0,7;8,206;20,594;1,924;0,405;0,004;0,141;0,562;2,307;0,281;0,34;1,019;100,486;0,126;7,464;3;0,19;30;4;0,188;4;25;60,714;14,286;2,086;102,04;1;12;ARMORICAIN;0;1.316;7,487;220,342;26,874;0;-0,24;0,046;0,173;-0,291;0,384;-0,497;-1,107;0,169;0,421;-1,448;0,373;-1,587;5,104;ARMORICAIN
237;BLAVET à KERIEN;4190650;237735;6828361;127529;12/07/2010;0,059;0,043;0,47;4,5;3,3;63;NA;4,9;NA;;3;4;NA;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Blavet;15;5;13,5;62,16;1,775;6,934;0,526;3,268;3,417;0,261;0,158;0,149;15,349;5,702;4,108;5,339;6,304;1,073;0,775;0,653;5,037;31,368;1,233;0,432;0,004;0,115;0,71;0,774;0,145;0,308;1,078;100,656;0,113;11,363;3;0,2;30;0;0,213;1;64,348;33,913;1,739;1,68;19,17;1;12;ARMORICAIN;0;1.317;1,778;85,467;16,008;0;0,026;-0,183;0,533;0,201;-0,011;0,254;0,121;-0,666;1,294;1,002;-0,011;0,812;3,906;ARMORICAIN
238;ARZ à MOLAC;4199865;293236;6749116;128778;27/09/2010;NA;0,033;1,2;12,5;8,1;175;NA;2,6;NA;;4;3;NA;"Etiage sévère
Bâton A1 non retrouvé";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Arz;15;10,84;23;43,16;1,111;13,631;1,735;7,608;7,722;0,32;0,215;0,211;28,824;1,051;13,654;11,904;12,753;1,499;1,144;1,066;8,009;27,181;0,764;0,589;0,006;0,145;0,628;2,045;0,172;0,058;1,499;100,951;0,018;1,676;3;0,178;30;0;0,671;3;41,964;50;8,036;1,925;161,4;1;12;ARMORICAIN;0;1.133;16,76;427,481;35,91;0;-0,058;-0,049;0,021;-0,018;0,483;-0,017;-0,266;-0,178;0,052;-0,089;0,469;-0,054;1,107;ARMORICAIN
239;AFF à QUELNEUC;4199490;322522;6759790;128687;27/09/2010;NA;0,056;1,4;14;9,6;196;NA;1,6;NA;;4;3;NA;"Réalisation reportée pour raison météo
Etiage sévère
Débit non mesuré faute de temps et station de mesure toute proche";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Aff;15;8,84;16;31,16;0,947;10,497;1,168;8,831;8,884;0,235;0,13;0,129;42,917;4,692;15,982;15,922;16,6;1,305;1,015;0,971;12,287;15,236;2,94;0,46;0,005;0,087;0,68;3,415;0,214;0,188;1,307;100,915;0,06;3,009;6;0,084;30;1;0,671;3;21,678;77,622;0,699;1,937;345,58;1;12;ARMORICAIN;0;1.249;33,413;524,45;32,938;0;-0,083;0,261;-0,875;-0,354;0,401;-0,386;-0,385;0,951;-2,122;-1,764;0,389;-1,23;6,842;ARMORICAIN
240;PONT DU ROC'H OU GOAH GUILLERM À NOSTANG;4194500;237244;6758858;127859;28/09/2010;0,044;NA;1,1;9,5;7,9;133;NA;3,2;NA;;3;3;NA;"Opération effectuée à la suite de la PE
Pas de station hydrométrique sur ce cours d'eau";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Pont du roc'h ou goah guillerm;15;4,84;20,5;41;1,669;6,3;1,05;5,741;5,848;0,292;0,184;0,179;31,739;2,335;6,388;8,5;9,147;0,995;0,763;0,706;9,005;22,17;0,669;0,399;0,004;0,164;0,91;1,696;0,2;0,109;0,996;100,491;0,04;2,572;2;0,313;30;3;0,606;3;31,373;44,118;24,51;2,046;53,35;1;12;ARMORICAIN;0;1.048;6,846;214,91;25,283;0;0,066;0,24;0,791;-0,14;0,105;-0,011;0,303;0,872;1,919;-0,695;0,102;-0,036;3,928;ARMORICAIN
241;OUST à SAINT-MARTIN-DES-PRES;4195400;258223;6818971;128066;13/07/2010;0,036;0,045;0,4;4,6;2,9;65;NA;2,5;NA;;1;5;NA;Station rectiligne à l'aval de la station de jaugeaage. RG = prairie et RD = haie bocagère naturelle. Faible diversité de faciès;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Oust;15;2,84;8;17;1,653;4,152;0,712;3,275;3,466;0,308;0,219;0,206;11,155;2,903;4,292;4,579;5,821;1,225;0,942;0,735;3,739;18,026;0,507;0,467;0,005;0,089;0,406;0,792;0,173;0,121;1,226;100,832;0,04;2,798;3;0,071;30;0;0,447;1;35,78;63,303;0,917;1,648;28,43;1;12;ARMORICAIN;0;1.279;0,637;15,622;3,412;0;-0,291;-0,542;-0,576;0,231;-0,475;0,026;-1,344;-1,972;-1,398;1,153;-0,462;0,083;6,413;ARMORICAIN
242;RANCE à EREAC;4164758;304012;6807797;123905;10/09/2010;0,107;0,174;0,8;7,8;5,6;110;NA;2,6;NA;;2;2;NA;"Relevés fait à la suite de la PE.
Ripisylve récemment éclaicie";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Rance;15;16;30;50;0,947;19,518;0,711;4,244;4,424;0,259;0,171;0,162;20,13;9,94;6,547;6,75;7,815;1,33;0,979;0,84;5,147;21,427;2,954;0,576;0,006;0,118;0,68;1,043;0,155;0,457;1,341;100,94;0,148;11,405;3;0,212;30;0;0,476;3;10,976;81,707;7,317;1,949;66,27;1;12;ARMORICAIN;0;1.221;4,227;107,814;15,972;0;-0,255;-0,353;0,361;0,094;0,012;-0,137;-1,177;-1,286;0,875;0,468;0,012;-0,436;4,254;ARMORICAIN
243;LIE à PLUMIEUX;4196008;279750;6794119;128151;09/09/2010;0,748;0,878;1,9;16;12,8;224;NA;1,5;NA;;4;3;NA;Protocole réalisé à la suite de la PE;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Lie;15;26;40;75,32;0,76;32,104;4,382;10,264;10,542;0,602;0,431;0,417;20,794;7,898;34,206;15,229;17,052;2,855;2,266;2,01;5,401;29,577;16,665;1,323;0,013;0,242;0,571;2,293;0,151;0,492;2,867;102,097;0,105;16,424;3;0,232;30;3;0,671;3;17,582;56,044;26,374;2,006;374,85;1;12;ARMORICAIN;0;1.215;26,638;391,978;25,74;0;-0,162;-0,573;0,131;0,408;0,379;0,319;-0,746;-2,085;0,317;2,031;0,368;1,019;6,566;ARMORICAIN
244;HORN à MESPAUL;4174520;184296;6857913;125299;06/07/2010;0,329;0,359;0,65;6,4;4,5;90;NA;2;NA;;5;5;NA;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Horn;15;2;7,5;33,48;1,802;2,955;0,99;4,005;4,217;0,373;0,25;0,237;11,323;19,429;5,443;6,13;7,093;1,257;0,895;0,77;4,907;15,101;3,972;0,495;0,005;0,11;0,441;0,696;0,114;0,732;1,284;100,821;0,248;12,865;3;0,096;30;0;1,516;2;43,75;55,208;1,042;1,763;38,22;1;12;ARMORICAIN;0;1.267;2,384;46,774;7,63;0;-0,122;-0,316;-0,334;0,18;-0,542;0,059;-0,565;-1,15;-0,811;0,897;-0,526;0,188;4,138;ARMORICAIN
245;QUEFFLEUTH À SAINT-MARTIN-DES-CHAMPS;4174250;196106;6850003;125182;07/07/2010;0,338;0,492;0,85;9,3;6;130;NA;9,6;NA;;4;5;NA;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Queffleuth;15;20,84;46;80;0,969;28,37;1,241;4,916;5,116;0,418;0,253;0,241;12,516;7,183;12,226;9,302;10,61;1,894;1,31;1,148;4,923;108,128;9,434;0,805;0,008;0,149;0,583;1,001;0,108;0,788;1,926;100,883;0,221;96,539;4;0,115;30;0;1,212;2;13,386;33,858;52,756;1,505;94,89;1;12;ARMORICAIN;0;1.024;6,896;649,438;69,82;0;-0,084;-0,453;-0,317;0,354;1,508;0,24;-0,386;-1,65;-0,769;1,764;1,465;0,765;6,799;ARMORICAIN
246;DOURDUFF à GARLAN;4173737;201527;6855707;125107;08/07/2010;NA;0,129;0,6;6,63;4,1;93;NA;7,6;NA;;5;4;NA;Débit non mesurée, station de jaugeage en amont immédiat du site.;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Dourduff;15;27;55,5;107,16;0,894;36,047;0,779;3,691;3,889;0,351;0,208;0,195;12,986;5,647;4,288;5,729;6,495;1,071;0,755;0,663;5,493;49,422;1,605;0,447;0,004;0,159;0,754;0,94;0,164;0,383;1,079;100,375;0,142;21,402;2;0,286;30;1;1,007;2;21,101;57,798;21,101;2,185;44,19;1;12;ARMORICAIN;0;1.173;3,096;230,825;40,293;0;-0,251;-0,226;0,734;-0,017;0,87;-0,28;-1,156;-0,821;1,781;-0,085;0,845;-0,893;5,581;ARMORICAIN
247;GUILLEC à TREZILIDE;4174660;179085;6858369;125329;05/07/2010;NA;0,3;0,9;7,4;6,13;104;NA;5,6;NA;;4;4;NA;Débit non mesuré, station de jaugeage juste à l'aval de la station;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Guillec;15;3,84;67;500;3,115;10,239;1,813;4,797;5,18;0,569;0,38;0,345;10,071;4,493;4,498;6,113;6,835;1,055;0,754;0,664;6,172;36,468;1,151;0,418;0,004;0,232;0,585;1,098;0,18;0,265;1,059;100,2;0,1;10,679;3;0,187;30;0;0,736;2;46,667;21,111;32,222;1,731;44,86;1;12;ARMORICAIN;0;1.025;2,971;163,215;26,701;0;-0,192;-0,111;0,308;-0,036;0,573;-0,242;-0,886;-0,405;0,748;-0,18;0,556;-0,773;3,548;ARMORICAIN
249;VEGRE à EPINEU-LE-CHEVREUIL;4119220;468262;6774575;121567;18/08/2010;0,296;0,743;1,5;13;10,8;182;NA;2,8;NA;;2;3;1;Station hydro situé à environ 40 km en aval;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Vegre;15;40;80;130;0,82;49,606;4,39;10,314;10,549;0,656;0,445;0,429;23,593;2,239;13,962;12,73;13,514;1,475;1,118;1,045;9,426;28,717;1,704;0,563;0,006;0,33;0,794;2,244;0,176;0,126;1,476;100,565;0,039;3,776;5;0,109;30;0;0,397;3;27,523;60,55;11,927;2,094;201,19;0,559;12;ARMORICAIN;0;1.361;9,623;264,325;20,763;0;-0,082;0,08;-0,509;-0,091;0,674;-0,147;-0,379;0,291;-1,234;-0,454;0,655;-0,468;3,482;ARMORICAIN
252;ERNEE à LARCHAMP;4125500;407540;6810430;121876;12/07/2010;NA;0,486;0,7;5,3;5,06;74;NA;1,42;NA;;NA;NA;NA;Station hydro proche donc pas de mesure du débit lors de l'opération;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Ernee;15;20;30,5;121,44;1,193;24,847;1,314;4,387;4,687;0,477;0,301;0,279;10,768;22,99;4,892;5,681;6,543;1,176;0,875;0,751;4,944;10,458;3,501;0,5;0,005;0,168;0,548;1,311;0,231;0,742;1,205;100,675;0,255;9,021;5;0,17;30;2;NA;NA;81,053;11,579;7,368;1,305;47,37;1;12;ARMORICAIN;0;1.053;2,523;35,146;6,187;0;-0,288;-0,342;0,205;0,058;-0,771;-0,196;-1,328;-1,243;0,496;0,289;-0,749;-0,625;4,731;ARMORICAIN
258;HYROME à SAINT-LAMBERT-DU-LATTAY;4133960;421792;6688594;122201;28/07/2010;0,04;0,054;0,7;8;4,9;112;NA;5,3;NA;;4;5;NA;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Hyrome;15;24,52;54;105,8;1,035;29,655;0,734;5,589;5,676;0,238;0,131;0,128;31,45;2,955;7,658;8,794;9,552;1,152;0,872;0,796;7,746;41,371;1,415;0,445;0,004;0,106;0,806;2,334;0,265;0,2;1,154;100,619;0,069;8,993;4;0,138;30;0;0,801;3;7,914;70,504;21,583;2,071;152,78;0,995;12;ARMORICAIN;0;1.012;11,65;605,718;68,877;0;-0,338;-0,074;-0,225;-0,267;1,166;-0,557;-1,558;-0,268;-0,546;-1,328;1,133;-1,778;6,612;ARMORICAIN
259;RAU DU BRIONNEAU à AVRILLE;4132800;428240;6716935;122113;28/07/2010;0,001;0,005;0,4;6;2,9;84;NA;1,9;NA;;3;4;NA;Débit d'étiage sur la station particulièrement sévère. La mesure du débit n'a pu qu'être estimée, aucune mesure possible.;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau du brionneau;15;13,84;34;63,16;0,983;18,175;0,322;2,971;3,04;0,127;0,084;0,082;44,199;0,379;6,131;6,014;7,185;1,226;1,023;0,855;4,94;15,94;0,091;0,424;0,004;0,088;0,848;0,678;0,113;0,015;1,226;101,024;0,005;0,286;2;0,148;30;1;0,671;3;32,704;63,522;3,774;1,999;82,66;1;12;ARMORICAIN;0;1.167;6,772;126,223;20,987;0;-0,462;-0,429;-0,039;-0,045;-0,185;-0,355;-2,133;-1,56;-0,095;-0,225;-0,179;-1,133;5,325;ARMORICAIN
261;LAYON À CLERE-SUR-LAYON;4133200;445359;6673971;122154;27/07/2010;NA;0,001;0,75;8,43;5,23;112;NA;1,16;NA;;5;4;NA;Pas de débit mesuré : station hydro proche;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Layon;15;19,84;35;54,16;0,893;23,596;0,981;4,977;5,09;0,278;0,192;0,187;20,952;0,092;10,497;8,448;9,771;1,614;1,252;1,078;5,254;12,269;0,034;0,604;0,006;0,126;0,622;1,069;0,127;0,003;1,614;101,268;0,001;0,047;3;0,108;30;0;0,801;3;28,319;44,248;27,434;2,01;30,37;1;12;ARMORICAIN;0;1.106;3,785;43,072;5,099;0;0,294;-0,212;-0,17;0,49;-1,208;0,875;1,356;-0,772;-0,412;2,441;-1,174;2,791;8,945;ARMORICAIN
263;MOINE À GETIGNE;4143000;379083;6674985;122563;23/07/2010;NA;0,771;1,7;17;12,2;235;NA;0,255;NA;;4;5;NA;"Station hydro à proximité de la station.
Les 8 bâtons ont été placé sur le même radier.";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Moine;15;11,84;22,5;37;0,947;13,844;5,887;11,625;11,916;0,653;0,5;0,487;19,494;13,256;33,59;16,948;18,53;2,579;1,981;1,807;6,599;4,521;10,549;1,041;0,01;0,237;0,463;2,837;0,167;0,324;2,584;101,9;0,074;1,597;4;0,066;30;5;0,599;3;30,909;36,364;32,727;2,002;369,09;1;12;ARMORICAIN;0;1.046;42,373;105,998;6,254;0;-0,048;-0,37;-1,124;0,31;-1,401;0,312;-0,223;-1,348;-2,727;1,544;-1,361;0,995;8,199;ARMORICAIN
264;SANGUEZE à LE PALLET;4143150;374376;6679215;122575;26/07/2010;0,01;0,001;0,8;10;5,35;140;NA;0,5;NA;;5;5;NA;Station hydro situé plus de 20 km en amont;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Sangueze;15;20,84;31;45;0,553;23,871;1,805;5,101;5,388;0,559;0,345;0,324;10,711;0,526;19,234;10,513;12,653;2,763;1,84;1,521;3,836;7,459;0,299;1,035;0,01;0,235;0,683;1,269;0,121;0,016;2,763;102,169;0,004;0,142;3;0,199;30;0;0,866;3;33,333;35,185;31,481;1,993;160,83;1;12;ARMORICAIN;0;1.258;23,87;117,082;11,137;0;-0,181;-0,784;0,134;0,595;-1,167;0,328;-0,833;-2,855;0,325;2,963;-1,134;1,048;9,158;ARMORICAIN
